Date,DoY,Observed_LE,Observed_ET,Satellite_ET
2016-04-05,96,63.48164159,2.413318087,1.6556884394958615
2016-04-06,97,89.63653128,3.407622373,1.444370811805129
2016-04-07,98,119.8749182,4.557164889,1.9098949036560953
2016-04-08,99,119.7713322,4.553226966,3.2401940901763737
2016-04-09,100,141.8789513,5.393670213,3.861602721735835
2016-04-10,101,131.2092358,4.988050307,2.956136839929968
2016-04-11,102,112.1532626,4.26361843,2.6606555795297027
2016-04-12,103,113.9204752,4.330800784,3.682968544308096
2016-04-13,104,151.505639,5.759638373,4.908322426490486
2016-04-14,105,163.6024666,6.219511371,3.8124727201648057
2016-04-15,106,106.8503993,4.062024781,3.06134334532544
2016-04-16,107,23.80986718,0.905155911,1.0456176940351725
2016-04-17,108,93.08305132,3.538645279,4.293862183112651
2016-04-18,109,81.48703726,3.097811208,4.085570212919265
2016-04-19,110,49.15766103,1.868777642,0.9126577904680744
2016-04-20,111,55.08870273,2.094252123,1.2298172456212342
2016-04-21,112,32.18318533,1.223475974,1.3466413831338286
2016-04-22,113,50.78030152,1.930463943,1.7942724167369306
2016-04-23,114,128.7773113,4.895598266,2.831395575776696
2016-04-24,115,126.1717811,4.796546431,3.083559579681605
2016-04-25,116,171.9745312,6.537783779,5.562079441733658
2016-04-26,117,167.4143687,6.36442464,4.021955654025078
2016-04-27,118,128.1426385,4.871470547,4.186049953568727
2016-04-28,119,107.5493128,4.088594677,3.037735924590379
2016-04-29,120,161.9034993,6.154923428,3.779832017607987
2016-04-30,121,165.4495797,6.289731221,2.8479797998443246
2016-05-01,122,117.2841257,4.458673323,3.1919690198265016
2016-05-02,123,106.7407201,4.057855217,2.63008342590183
2016-05-03,124,143.3504319,5.44961002,4.281914513558149
2016-05-04,125,57.26868852,2.177126463,4.565479222219437
2016-05-05,126,146.3052688,5.561941098,6.679278169758618
2016-05-06,127,118.3521265,4.499274442,4.15534955682233
2016-05-07,128,67.94127187,2.582855392,3.0273246578872204
2016-05-08,129,92.677008,3.523209136,3.380873962305486
2016-05-09,130,136.4532668,5.187407389,6.824042648077011
2016-05-10,131,141.129081,5.365163143,6.640317407436669
2016-05-11,132,110.6012783,4.204618195,5.282170604914427
2016-05-12,133,130.3485732,4.955331359,5.730074155144393
2016-05-13,134,51.58546368,1.961072987,2.8590445406734943
2016-05-14,135,60.91892996,2.315894042,2.2978752851486206
2016-05-15,136,19.25904545,0.732151872,2.0268449268769473
2016-05-16,137,15.71196958,0.597306236,1.9658477220218629
2016-05-17,138,55.48500314,2.109317879,2.161244658054784
2016-05-18,139,89.54451364,3.404124231,2.447995013790205
2016-05-19,140,48.57523591,1.846636168,4.16417287196964
2016-05-20,141,94.48039464,3.591766683,5.331244342960417
2016-05-21,142,25.10739155,0.954482597,1.9032077165320516
2016-05-22,143,121.8086238,4.630676641,3.126799827441573
2016-05-23,144,151.3024228,5.751912904,6.580757279880345
2016-05-24,145,138.6060553,5.269247799,7.55378685425967
2016-05-25,146,61.02631864,2.31997653,2.963318454567343
2016-05-26,147,104.9120242,3.988335511,3.735783020965755
2016-05-27,148,110.0793292,4.184775779,5.150646285619587
2016-05-28,149,108.16794,4.112112408,3.525931073818356
2016-05-29,150,99.31198697,3.775444497,5.1619722275063396
2016-05-30,151,126.1642753,4.79626109,3.465487074572593
2016-05-31,152,68.66901705,2.610521352,4.978261445648968
2016-06-01,153,142.3697878,5.412329853,6.409845035523176
2016-06-02,154,127.3565606,4.841587007,8.683649590238929
2016-06-03,155,133.6406966,5.080484724,7.3716225335374475
2016-06-04,156,95.19784187,3.619041157,7.011418417096138
2016-06-05,157,140.4266487,5.338459477,5.816761474125087
2016-06-06,158,107.7199624,4.095082091,4.691895190626383
2016-06-07,159,65.60543976,2.494056398,4.312173288781196
2016-06-08,160,149.6151296,5.687768766,3.5223955870606005
2016-06-09,161,127.1208343,4.832625639,3.8094454910606146
2016-06-10,162,148.862713,5.659164899,5.433742655441165
2016-06-11,163,135.0777463,5.135115604,5.414772732183337
2016-06-12,164,89.51366399,3.40295145,2.1910893148742616
2016-06-13,165,89.90479772,3.41782079,2.7523742406629026
2016-06-14,166,71.1173131,2.703595775,1.8533653055783361
2016-06-15,167,103.3445644,3.92874696,4.50269510038197
2016-06-16,168,120.2102247,4.569911904,3.1478700460866094
2016-06-17,169,59.16114621,2.249070134,1.4427361835259944
2016-06-18,170,64.42754652,2.449277609,1.7557240440510213
2016-06-19,171,128.9528975,4.90227335,3.732723731081933
2016-06-20,172,84.22855686,3.202032818,1.637859345646575
2016-06-21,173,70.0975591,2.664828807,1.372018433175981
2016-06-22,174,67.33349505,2.559750148,2.332340623252094
2016-06-23,175,40.11131596,1.524871788,3.1194308772683144
2016-06-24,176,92.22458852,3.506009957,2.4758309999015182
2016-06-25,177,125.221051,4.760403474,5.102959647774696
2016-06-26,178,136.9462959,5.206150386,5.073201272170991
2016-06-27,179,89.1892447,3.390618327,5.015812790952623
2016-06-28,180,97.38819879,3.702309765,4.430721793323755
2016-06-29,181,75.28784132,2.862142576,5.216234782710671
2016-06-30,182,70.1333175,2.666188198,3.5106399678625166
2016-07-01,183,32.53687664,1.236921902,1.7215145635418594
2016-07-02,184,47.17283705,1.793322573,0.840138821513392
2016-07-03,185,91.38119705,3.473947587,5.545619688928127
2016-07-04,186,41.62001893,1.58222664,2.130399673478678
2016-07-05,187,76.00410139,2.889371919,3.0787080293521285
2016-07-06,188,132.3527596,5.031522507,6.528268125839531
2016-07-07,189,102.8144575,3.908594416,3.192256309557706
2016-07-08,190,131.8723504,5.013259273,2.7347059221938252
2016-07-09,191,99.87058363,3.796680107,2.1775785251520574
2016-07-10,192,114.4801092,4.35207583,2.7349756099283695
2016-07-11,193,93.81180653,3.566349637,4.093022458255291
2016-07-12,194,103.5475581,3.936463968,3.8378422264941037
2016-07-13,195,83.36629439,3.169253048,3.9539880584925413
2016-07-14,196,88.40563651,3.360828678,1.757837226614356
2016-07-15,197,34.99148057,1.330236125,1.8493091454729438
2016-07-16,198,47.04244264,1.788365499,1.654382434207946
2016-07-17,199,56.16971644,2.13534794,0.5002683901693672
2016-07-18,200,52.29316713,1.987977042,2.7834945707581937
2016-07-19,201,49.6513642,1.887546261,1.8069348530843854
2016-07-20,202,43.8368547,1.666501868,2.593930024886504
2016-07-21,203,33.02496643,1.255477124,1.6165378270670772
2016-07-22,204,31.08121735,1.181583559,1.326325221452862
2016-07-23,205,52.68725879,2.00295883,1.0146190063096583
2016-07-24,206,71.0768025,2.702055724,3.372587508056313
2016-07-25,207,22.18045943,0.843212346,0.42018574895337224
2016-07-26,208,51.43243585,1.955255481,3.08533109491691
2016-07-27,209,36.26367532,1.378599881,2.242191683035344
2016-07-28,210,69.3967447,2.638186647,3.909338708035648
2016-07-29,211,55.154635,2.096758604,0.8631751203211024
2016-07-30,212,97.08227622,3.690679813,3.0091820284724236
2016-07-31,213,136.0454785,5.171904912,7.582481252029538
2016-08-01,214,118.1329886,4.490943696,5.602676561102271
2016-08-02,215,138.5903748,5.268651689,7.532832934521139
2016-08-03,216,163.3154162,6.208598862,8.934745844453573
2016-08-04,217,134.1250876,5.098899331,6.3377950340509415
2016-08-05,218,89.16007801,3.389509525,2.9995905118994415
2016-08-06,219,87.17341566,3.31398457,2.4590575543697923
2016-08-07,220,84.66476382,3.218615661,2.5672226096503437
2016-08-08,221,128.1580348,4.872055852,6.379475933499634
2016-08-09,222,94.19387633,3.580874403,3.953395877033472
2016-08-10,223,92.90866414,3.532015776,4.230963333975524
2016-08-11,224,121.9581642,4.63636157,6.92186385858804
2016-08-12,225,100.8744215,3.834842008,6.760221580043435
2016-08-13,226,130.1171199,4.94653243,3.7986526382155716
2016-08-14,227,55.89031288,2.124726134,4.526710824575275
2016-08-15,228,94.96463846,3.610175696,4.7743083676323295
2016-08-16,229,101.2318933,3.848431654,6.0894484631717205
2016-08-17,230,110.251493,4.191320758,7.5148556381464005
2016-08-18,231,93.15464428,3.541366957,5.892194202169776
2016-08-19,232,145.147696,5.517934811,6.618423038162291
2016-08-20,233,107.5292896,4.087833473,5.462213885039091
2016-08-21,234,76.33759579,2.902050042,4.470886092167348
2016-08-22,235,129.0138716,4.904591342,6.810335721820593
2016-08-23,236,84.92473981,3.228498909,5.10245799086988
2016-08-24,237,125.4602813,4.769498056,5.900039663538337
2016-08-25,238,128.9117914,4.900710664,8.26019395608455
2016-08-26,239,89.56799219,3.405016791,5.859045241959393
2016-08-27,240,103.2677695,3.925827525,7.0307868998497725
2016-08-28,241,100.0863236,3.804881679,4.127050889655948
2016-08-29,242,122.5958886,4.660605302,3.1914428458549082
2016-08-30,243,82.75068184,3.145849921,4.207715496886522
2016-08-31,244,68.28625192,2.595970153,2.7165306033566594
2016-09-01,245,132.7813794,5.047816921,5.190162768121809
2016-09-02,246,92.25665545,3.507229014,3.965487505774945
2016-09-03,247,91.8072251,3.490143469,3.911645198240876
2016-09-04,248,92.765873,3.526587428,4.270271107088774
2016-09-05,249,104.4939562,3.97244224,5.036293971352279
2016-09-06,250,96.39686312,3.664623148,4.194046603515744
2016-09-07,251,61.93537199,2.354535102,3.3542459132149816
2016-09-08,252,106.3901045,4.044526212,3.8893940742127597
2016-09-09,253,61.31153375,2.330819267,3.9986572111956775
2016-09-10,254,90.32739421,3.433886218,4.4936307007446885
2016-09-11,255,27.69263007,1.052763025,2.7869153302162886
2016-09-12,256,95.22216403,3.619965788,6.993033131584525
2016-09-13,257,103.5410213,3.936215465,4.0179065661504865
2016-09-14,258,108.2757497,4.116210901,4.407744901254773
2016-09-15,259,89.67314644,3.409014335,3.495164669584483
2016-09-16,260,43.28138507,1.645385135,4.2233907035551965
2016-09-17,261,86.25065443,3.278904879,4.08139256760478
2016-09-18,262,72.26102544,2.747075143,3.5065720207057893
2016-09-19,263,80.22101398,3.049682067,3.732358175329864
2016-09-20,264,51.97781302,1.97598854,2.4028300191275775
2016-09-21,265,75.56687006,2.872750132,2.4338387651368976
2016-09-22,266,71.16614123,2.705452025,2.2585552535019815
2016-09-23,267,82.9215949,3.152347352,2.828167809639126
2016-09-24,268,100.7593444,3.830467236,4.200708644930273
2016-09-25,269,61.81424904,2.349930491,3.400656091980636
2016-09-26,270,107.3722904,4.081864992,2.265847980743274
2016-09-27,271,72.83687087,2.768966483,4.712908831425011
2016-09-28,272,109.051567,4.145704371,5.832776776514947
2016-09-29,273,91.27589879,3.469944568,4.122139932587743
2016-09-30,274,91.28026938,3.470110721,3.810565103776753
2016-10-01,275,86.69436864,3.295773118,3.938393003772944
2016-10-02,276,95.50320691,3.630649914,5.496058124117553
2016-10-03,277,98.93266553,3.761024213,4.926018405240029
2016-10-04,278,84.64972386,3.218043902,5.905629554763436
2016-10-05,279,111.6092566,4.242937498,5.810613348148763
2016-10-06,280,78.71706816,2.992508063,5.802233540453017
2016-10-07,281,67.04216098,2.548674792,3.938876115716994
2016-10-08,282,99.36267835,3.77737158,3.764824743848294
2016-10-09,283,43.67629008,1.660397844,3.105127054732293
2016-10-10,284,62.55530952,2.378102647,3.7030423642136157
2016-10-11,285,28.46894471,1.082275402,0.6038665917003527
2016-10-12,286,5.444533474,0.206979385,1.4532370318192989
2016-10-13,287,83.51865093,3.175045034,3.488726424984634
2016-10-14,288,69.78420704,2.652916415,5.195235600695014
2016-10-15,289,108.2315986,4.114532454,5.789864365942776
2016-10-16,290,119.6321232,4.547934794,5.678957956843078
2016-10-17,291,118.6723513,4.511448106,6.093754665926099
2016-10-18,292,109.5066804,4.163005962,5.715902661904693
2016-10-19,293,101.047239,3.841411839,5.325247091241181
2016-10-20,294,80.30257806,3.052782807,4.398027656134218
2016-10-21,295,79.03226041,3.004490412,4.418556299060583
2016-10-22,296,68.02789426,2.586148428,4.307736956980079
2016-10-23,297,107.8371177,4.099535866,5.587442661635578
2016-10-24,298,130.0754644,4.944948856,5.866073467768729
2016-10-25,299,111.8130807,4.250686077,3.0738718807697296
2016-10-26,300,97.99969255,3.725556312,4.26283897832036
2016-10-27,301,36.31761918,1.380650611,3.3671176875941455
2016-10-28,302,67.74391953,2.575352845,2.9188096057623625
2016-10-29,303,93.30244891,3.546985898,5.0520983641035855
2016-10-30,304,104.1790833,3.960472031,4.757020063698292
2016-10-31,305,113.5556707,4.316932379,5.164394387975335
2016-11-01,306,92.05503162,3.499564082,4.848211293574423
2016-11-02,307,94.03192752,3.574717756,5.523422313854098
2016-11-03,308,99.04651202,3.765352201,5.625493777915835
2016-11-04,309,34.74987396,1.321051208,3.32928973948583
2016-11-05,310,47.89347287,1.820718265,1.1984433367615566
2016-11-06,311,33.137778,1.259765769,2.496587997302413
2016-11-07,312,87.55590372,3.328525236,2.8548194328323007
2016-11-08,313,72.37976906,2.751589301,1.989231031620875
2016-11-09,314,65.81998045,2.502212377,4.8583971918560565
2016-11-10,315,80.06560207,3.043773928,3.132430580444634
2016-11-11,316,75.48707162,2.869716515,2.178509230725467
2016-11-12,317,51.87726325,1.97216604,2.8735121246427298
2016-11-13,318,57.0265857,2.167922682,2.6639691554009914
2016-11-14,319,50.86912602,1.933840695,2.5735752016771585
2016-11-15,320,69.92413083,2.658235758,3.1693466822616756
2016-11-16,321,57.03644642,2.168297547,3.821365814656019
2016-11-17,322,62.32446597,2.369326898,4.921950143761933
2016-11-18,323,67.73330099,2.57494917,3.3632175880484283
2016-11-19,324,70.40067114,2.676351914,3.386879072058946
2016-11-20,325,70.4118616,2.67677733,3.3626338932663202
2016-11-21,326,66.95320289,2.545292961,3.3185185748152435
2016-11-22,327,61.11122078,2.323204169,3.154548432212323
2016-11-23,328,54.70122574,2.079521798,3.291474678553641
2016-11-24,329,60.15556962,2.286874135,3.1096979160793126
2016-11-25,330,58.95742814,2.241325588,3.2042674720287323
2016-11-26,331,62.68456805,2.383016539,3.4721739473752677
2016-11-27,332,64.39182236,2.447919519,4.242539789993316
2016-11-28,333,58.36598354,2.21884123,2.6453635306097567
2016-11-29,334,57.46734804,2.184678703,2.682892873417586
2016-11-30,335,57.96561814,2.203620939,2.6937165297567844
2016-12-01,336,55.25445069,2.100553197,2.7558984118513763
2016-12-02,337,43.58190359,1.656809647,2.4667373683769256
2016-12-03,338,54.21827975,2.061162123,3.09199879411608
2016-12-04,339,60.003514,2.281093588,3.180282865650952
2016-12-05,340,44.02951553,1.673826062,2.9113146127201617
2016-12-06,341,56.08845185,2.132258586,3.3249932806938887
2016-12-07,342,53.73231078,2.042687527,2.935033617541194
2016-12-08,343,56.71425033,2.15604894,2.792076487094164
2016-12-09,344,49.54851824,1.883636469,2.5884055125061423
2016-12-10,345,47.5674943,1.808325863,2.6691224542446434
2016-12-11,346,50.20083481,1.908434936,2.759918582160026
2016-12-12,347,52.53408227,1.997135672,2.771565760485828
2016-12-13,348,48.99706493,1.86267242,2.821673930156976
2016-12-14,349,57.65567806,2.191838257,2.841731091029942
2016-12-15,350,47.86457519,1.81961969,2.968014415819198
2016-12-16,351,40.52722216,1.540682878,2.8822115971706808
2016-12-17,352,49.61404065,1.886127369,2.8768530464731157
2016-12-18,353,39.93470032,1.518157567,1.3784225739073008
2016-12-19,354,28.90456327,1.098835877,1.8900396942626685
2016-12-20,355,30.69636521,1.16695302,0.6833479361375794
2016-12-21,356,31.19445729,1.185888488,3.324857179541141
2016-12-22,357,42.249138,1.60614323,2.863774448633194
2016-12-23,358,46.89227463,1.782656712,1.9575915997847915
2016-12-24,359,32.94282531,1.252354447,1.6788616252597421
2016-12-25,360,31.87466088,1.211747108,1.4382013119757175
2016-12-26,361,23.99129356,0.912053016,1.3067686173599213
2016-12-27,362,49.92214162,1.897840136,2.504787384532392
2016-12-28,363,46.80802453,1.779453861,2.429495000978932
2016-12-29,364,44.80869536,1.703447363,2.570174401625991
2016-12-30,365,34.33621352,1.305325493,3.307098022196442
2016-12-31,366,26.73407087,1.016322438,1.5424645389430225
