Year,Observed_ET,Satellite_ET,Z_Observed,Z_Product,Site,Product
2016,0.8978954434782608,0.7022698650674662,-0.8648564713618292,0.493704528228972,JIT,PMLV2
2017,1.1503458756470588,0.7616362407031778,1.401457369896019,0.9008375367919507,JIT,PMLV2
2018,0.9344606621666666,0.426933908045977,-0.5366008985341888,-1.3945420650209226,JIT,PMLV2
2016,30.816546409,30.2,1.4099145724037898,1.2726349079029728,JIT,SSEBOP_V61
2017,27.97302447488889,20.333333333333332,-0.800380940987169,-0.10218236486812204,JIT,SSEBOP_V61
2018,28.218547531666665,12.666666666666666,-0.6095336314166206,-1.1704525430348511,JIT,SSEBOP_V61
2014,2.4761990304428574,2.5222446716257503,0.9574300993218791,0.5468615611233337,KKM,ERA5-LAND
2015,2.384868162293151,2.5666018029394215,0.42267038603478185,0.8560411423847697,KKM,ERA5-LAND
2016,2.076975430907104,2.2425174361980353,-1.380100485356666,-1.4029027035080972,KKM,ERA5-LAND
2014,2.268043673909091,3.781796426152472,0.4738902095385605,1.2109888745474093,KKM,FLDAS
2015,2.3672537636666666,3.48775944148656,0.9169920910856856,0.02706343303683005,KKM,FLDAS
2016,1.8505228828333333,3.1735582218971103,-1.3908823006242481,-1.2380523075842393,KKM,FLDAS
2014,2.4761990304428574,1.4981609473803215,0.9574300993218791,1.2482782134531003,KKM,GLDAS
2015,2.384868162293151,1.2019169621944208,0.42267038603478185,-0.048508038798705515,KKM,GLDAS
2016,2.076975430907104,0.9389171944784251,-1.380100485356666,-1.1997701746543958,KKM,GLDAS
2014,2.4761990304428574,2.547773490321893,0.9574300993218791,0.38629582808857155,KKM,MERRA2
2015,2.384868162293151,2.6762864049710573,0.42267038603478185,0.9850208556576739,KKM,MERRA2
2016,2.076975430907104,2.170511982419318,-1.380100485356666,-1.3713166837462414,KKM,MERRA2
2014,2.434421402772727,11.023467708761828,0.31870368578186253,0.012670048270831498,KKM,MOD16A2GF
2015,2.496895050434783,9.803014249177933,1.0338878524351163,-1.2310307424293963,KKM,MOD16A2GF
2016,2.288428365130435,12.206621511480849,-1.3525915382169735,1.2183606941585665,KKM,MOD16A2GF
2014,2.434421402772727,2.592486233620558,0.31870368578186253,1.1747863536272114,KKM,PMLV2
2015,2.496895050434783,2.4415186910190445,1.0338878524351163,0.09444827653054572,KKM,PMLV2
2016,2.288428365130435,2.2509562535053282,-1.3525915382169735,-1.269234630157754,KKM,PMLV2
2014,76.7525108559091,94.18181818181819,1.0492432201726576,0.872679327034476,KKM,SSEBOP_V61
2015,72.53973993641667,92.16666666666667,0.2965461551670808,0.5274150221393284,KKM,SSEBOP_V61
2016,63.34775064266666,80.91666666666667,-1.3457893753397423,-1.400094349173807,KKM,SSEBOP_V61
2016,2.844320745204918,2.7973243859825563,1.253427180257467,-0.5118971920953408,KNP,ERA5-LAND
2017,2.5034276527195947,2.7498835383134113,-0.05953616828979618,-0.8857479260385159,KNP,ERA5-LAND
2018,2.2089078315342467,3.0396411654679745,-1.1938910119676691,1.3976451181338463,KNP,ERA5-LAND
2016,2.931617193916667,3.868478121876251,1.3277668909679081,1.4064028232696826,KNP,FLDAS
2017,2.0118182836,3.6433517461409792,-1.0855187291558281,-0.8317444940014148,KNP,FLDAS
2018,2.33322215825,3.6692110254080035,-0.24224816181208003,-0.5746583292682678,KNP,FLDAS
2016,2.844320745204918,3.402725901281376,1.253427180257467,-0.17529021047773696,KNP,GLDAS
2017,2.5034276527195947,3.248595653078794,-0.05953616828979618,-1.12765527186261,KNP,GLDAS
2018,2.2089078315342467,3.641962769026876,-1.1938910119676691,1.3029454823403526,KNP,GLDAS
2016,2.844320745204918,3.3678032300004634,1.253427180257467,1.3207124325312845,KNP,MERRA2
2017,2.5034276527195947,3.195433189310456,-0.05953616828979618,-1.0982934297083573,KNP,MERRA2
2018,2.2089078315342467,3.2578449895289956,-1.1938910119676691,-0.2224190028229397,KNP,MERRA2
2016,2.863985007934783,19.831400342436922,1.2084397736294963,0.8110934525520257,KNP,MOD16A2GF
2017,2.507179983657895,19.694814990995894,0.031983685269468064,0.597745633119015,KNP,MOD16A2GF
2018,2.1212741547391305,18.41019872568558,-1.240423458898966,-1.4088390856710296,KNP,MOD16A2GF
2016,2.863985007934783,2.095416395657177,1.2084397736294963,0.24906117666178315,KNP,PMLV2
2017,2.507179983657895,2.006035067530737,0.031983685269468064,-1.3301326776248132,KNP,PMLV2
2018,2.1212741547391305,2.1425076299594736,-1.240423458898966,1.0810715009630458,KNP,PMLV2
2016,3.3109306093625,2.942715701647103,1.2124459142778263,1.0641424636820125,NIT,ERA5-LAND
2017,2.917692242460177,2.5238561715963668,0.024238127079025923,0.27458892754557396,NIT,ERA5-LAND
2018,2.500388989907348,1.667986924465472,-1.2366840413568483,-1.338731391227586,NIT,ERA5-LAND
2016,3.481046083,4.187381906085648,0.5273072573415576,1.2070559799478568,NIT,FLDAS
2017,3.637646539,3.1794995375094004,0.8727707164865192,0.03464275203332519,NIT,FLDAS
2018,2.607351924909091,2.082273706725408,-1.4000779738280766,-1.2416987319811825,NIT,FLDAS
2016,3.3109306093625,2.475361341403186,1.2124459142778263,0.4100698101977069,NIT,GLDAS
2017,2.917692242460177,2.716492350159207,0.024238127079025923,0.9670922480177846,NIT,GLDAS
2018,2.500388989907348,1.701681514432581,-1.2366840413568483,-1.37716205821549,NIT,GLDAS
2016,3.3109306093625,2.9225843630571813,1.2124459142778263,0.6858435831826826,NIT,MERRA2
2017,2.917692242460177,2.9541556052762603,0.024238127079025923,0.728158940452399,NIT,MERRA2
2018,2.500388989907348,1.3559013822525183,-1.2366840413568483,-1.414002523635081,NIT,MERRA2
2016,3.31331046835,17.48309155383624,1.3523230630988736,1.1970334472010855,NIT,MOD16A2GF
2017,2.6394326867857143,13.470028553007278,-0.31780870295984737,0.053659015530724004,NIT,MOD16A2GF
2018,2.3502507024,8.891961637653129,-1.0345143601390263,-1.25069246273181,NIT,MOD16A2GF
2016,3.31331046835,2.453976543942993,1.3523230630988736,0.9362066624160019,NIT,PMLV2
2017,2.6394326867857143,2.299885688836104,-0.31780870295984737,0.44984972529103345,NIT,PMLV2
2018,2.3502507024,1.7182216448931116,-1.0345143601390263,-1.386056387707034,NIT,PMLV2
2014,3.14643929910411,2.935892312902294,0.7071067811865469,0.5961173011482671,SFT,ERA5-LAND
2015,3.14643929910411,3.054651401120506,0.7071067811865469,0.8125642028075988,SFT,ERA5-LAND
2016,2.1758425206813183,1.8359085463069298,-1.4142135623730958,-1.408681503955865,SFT,ERA5-LAND
2014,3.1464553686666665,2.956844979780726,0.707106781186548,0.7156175363612567,SFT,FLDAS
2015,3.1464553686666665,2.946193650132045,0.707106781186548,0.6985617426909997,SFT,FLDAS
2016,2.5293361616666665,1.6267885541310534,-1.4142135623730945,-1.4141792790522563,SFT,FLDAS
2014,3.14643929910411,3.1741677604261658,0.7071067811865469,0.5700459078923393,SFT,GLDAS
2015,3.14643929910411,3.3718399965118184,0.7071067811865469,0.8358185813171338,SFT,GLDAS
2016,2.1758425206813183,1.7045560751204982,-1.4142135623730958,-1.405864489209473,SFT,GLDAS
2014,3.14643929910411,2.5478524914319105,0.7071067811865469,0.623492307535151,SFT,MERRA2
2015,3.14643929910411,2.649769281320451,0.7071067811865469,0.7875458942494065,SFT,MERRA2
2016,2.1758425206813183,1.283919025586242,-1.4142135623730958,-1.4110382017845566,SFT,MERRA2
2014,3.2098420167173916,2.2949705395309437,0.7071067811865479,0.00011273500888296467,SFT,PMLV2
2015,3.2098420167173916,2.4937871144144497,0.7071067811865479,1.2246884999957723,SFT,PMLV2
2016,2.240148829166667,2.0960990552111016,-1.4142135623730947,-1.2248012350046527,SFT,PMLV2
2016,1.5036402244000002,1.9226551987230778,-1.405276467338603,-1.3894758670827614,SIT,ERA5-LAND
2017,2.63946940640991,2.7468164057076514,0.840110186293289,0.9228116301746336,SIT,ERA5-LAND
2018,2.500388989907348,2.584233255194018,0.5651662810453149,0.4666642369081266,SIT,ERA5-LAND
2017,2.2538132925714285,3.206722591338413,-1.0,1.000000000000001,SIT,FLDAS
2018,2.607351924909091,2.7715257845226335,1.0,-0.999999999999999,SIT,FLDAS
2016,1.5036402244000002,1.7735179103328846,-1.405276467338603,-1.3133832993654084,SIT,GLDAS
2017,2.63946940640991,2.8600269666246794,0.840110186293289,1.1108592748069808,SIT,GLDAS
2018,2.500388989907348,2.4529247706404145,0.5651662810453149,0.20252402455842755,SIT,GLDAS
2016,1.5036402244000002,1.3083885918581473,-1.405276467338603,-1.0849257684902258,SIT,MERRA2
2017,2.63946940640991,2.714918995994481,0.840110186293289,1.3280849674692414,SIT,MERRA2
2018,2.500388989907348,1.7990495970327824,0.5651662810453149,-0.2431591989790152,SIT,MERRA2
2016,1.722332655,6.484916020671837,-1.3243141840273625,-0.9076996257867213,SIT,MOD16A2GF
2017,2.69688881075,14.899478589885566,1.0918592638582687,1.393030861472379,SIT,MOD16A2GF
2018,2.3502507024,8.029662467700259,0.23245492016909527,-0.48533123568565845,SIT,MOD16A2GF
2016,1.722332655,1.6710416666666668,-1.3243141840273625,-1.2547945224560246,SIT,PMLV2
2017,2.69688881075,2.167792038690476,1.0918592638582687,0.06249193304392882,SIT,PMLV2
2018,2.3502507024,2.5938450520833336,0.23245492016909527,1.1923025894120964,SIT,PMLV2
2017,82.8223924595,66.66666666666667,1.0000000000000024,-0.9999999999999956,SIT,SSEBOP_V61
2018,76.8569085,69.9,-0.9999999999999977,1.0000000000000044,SIT,SSEBOP_V61
2016,3.078963297021858,1.8450048411153053,-1.0000000000000022,-1.0,UIT,ERA5-LAND
2017,3.2697586257205478,1.9436609918532306,0.9999999999999977,1.0,UIT,ERA5-LAND
2016,3.1236494446666665,1.9407951277571556,-1.0000000000000195,-1.0,UIT,FLDAS
2017,3.1463843459166667,2.172467912623688,0.9999999999999805,1.0,UIT,FLDAS
2016,3.078963297021858,1.2060071300316983,-1.0000000000000022,1.0,UIT,GLDAS
2017,3.2697586257205478,0.8494631178973577,0.9999999999999977,-1.0,UIT,GLDAS
2016,3.078963297021858,1.8805495963146828,-1.0000000000000022,-1.0,UIT,MERRA2
2017,3.2697586257205478,1.9054172836903742,0.9999999999999977,1.0,UIT,MERRA2
2016,3.164924078391304,4.81657226531072,-0.9999999999999897,-1.0000000000000004,UIT,MOD16A2GF
2017,3.207760795521739,7.372097962861649,1.0000000000000104,0.9999999999999997,UIT,MOD16A2GF
2016,3.164924078391304,1.6151691795231415,-0.9999999999999897,1.0,UIT,PMLV2
2017,3.207760795521739,1.5502820076137045,1.0000000000000104,-1.0,UIT,PMLV2
2016,93.90838055916667,43.0,-1.0,-1.0,UIT,SSEBOP_V61
2017,99.455158199,44.5,1.0,1.0,UIT,SSEBOP_V61
